Company	Investor	category_list	raised_amount_usd	Valuation ($B)	funded_at	Country	Industry	Select Investors
17zuoye	DST Global	Education|Language Learning	20000000	Edtech	China	Temasek Holdings, H Capital, Shunwei Fund
Wealthfront	Social Capital	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	35000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Social Capital	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	64000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Spark Capital	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	64000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Wealthfront	Timothy Ferriss	Finance|FinTech|Personal Finance|Stock Exchanges|Wealth Management	35000000	Fintech	USA	Ribbit Capital, Red Swan Ventures, Spark Capital	
Zuora	Benchmark	Billing|SaaS|Software	115000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Benchmark	Billing|SaaS|Software	15000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Benchmark	Billing|SaaS|Software	20000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Benchmark	Billing|SaaS|Software	36000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Benchmark	Billing|SaaS|Software	50000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Benchmark	Billing|SaaS|Software	6500000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	BlackRock	Billing|SaaS|Software	115000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Dave Duffield	Billing|SaaS|Software	36000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Greylock Partners	Billing|SaaS|Software	115000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Greylock Partners	Billing|SaaS|Software	36000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Greylock Partners	Billing|SaaS|Software	50000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Index Ventures	Billing|SaaS|Software	115000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Index Ventures	Billing|SaaS|Software	36000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Index Ventures	Billing|SaaS|Software	50000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Lehman Brothers	Billing|SaaS|Software	15000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Marc Benioff	Billing|SaaS|Software	15000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Marc Benioff	Billing|SaaS|Software	20000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Marc Benioff	Billing|SaaS|Software	36000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Marc Benioff	Billing|SaaS|Software	50000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Marc Benioff	Billing|SaaS|Software	6500000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Next World Capital	Billing|SaaS|Software	115000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Next World Capital	Billing|SaaS|Software	50000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Northgate Capital	Billing|SaaS|Software	115000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Northgate Capital	Billing|SaaS|Software	50000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Passport Capital	Billing|SaaS|Software	115000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	PremjiInvest	Billing|SaaS|Software	115000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Redpoint Ventures	Billing|SaaS|Software	115000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Redpoint Ventures	Billing|SaaS|Software	20000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Redpoint Ventures	Billing|SaaS|Software	36000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Redpoint Ventures	Billing|SaaS|Software	50000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Shasta Ventures	Billing|SaaS|Software	115000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Shasta Ventures	Billing|SaaS|Software	15000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Shasta Ventures	Billing|SaaS|Software	20000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Shasta Ventures	Billing|SaaS|Software	36000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Shasta Ventures	Billing|SaaS|Software	50000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Tenaya Capital	Billing|SaaS|Software	20000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Tenaya Capital	Billing|SaaS|Software	36000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Tenaya Capital	Billing|SaaS|Software	50000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Vulcan Capital	Billing|SaaS|Software	50000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Webb Investment Network	Billing|SaaS|Software	20000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
Zuora	Wellington Management	Billing|SaaS|Software	115000000	Internet Software & Services	USA	Benchmark Capital, Northgate Capital, Tenaya Capital	
